ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
286,2015-04-08,San José,NA,Nacional,Declaración pública,Amenaza,APSE,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Rechazar el proyecto de Ley de Empleo Público,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"APSE convoca a una movilización el próximo viernes 24 de abril con el objetivo de manifestar su oposición a la Ley de Empleo Público  y al Proyecto de Ley de Reforma al Impuesto sobre la Renta. A estas demandas se suma la exclusión de interinos como asegurados de la CCSS, exigir la revisión del “subsidio” en condición de incapacidad y la acción de inconstitucionalidad contra las convenciones colectivas.

",CR Hoy: APSE LLAMA A UNA MANIFESTACIÒN EN CONTRA DEL SALARIO ÚNICO E IMPUESTOS (2015-04-08)
287,2015-04-08,Heredia,Santa Bárbara,Local,Reunión con autoridades,NA,Trabajadores y trabajadoras de la Municipalidad de Santa Bárbara,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Rechazar la aprobación de un reglamente interno,Fiscalización de la función pública y rendición de cuentas,Lucha contra la corrupción,Municipalidad de Santa Bárbara de Heredia,Municipalidad en general,Acuerdo tras negociación,Participación conjunta,Particular,No registrado o no existencia,"Trabajadores y trabajadoras de la Municipalidad de Santa Bárbara de Heredia, agremiados en la seccional de la ANEP, deponen el paro de labores tras lograr un acuerdo con el alcalde Melvin Alfaro, donde se anulan los documentos para el cambio de un reglamento el cual no tuvo un debido proceso.Una de la manifestantes, Seidy Núñez  señala que “ya pudimos demostrarle a el Alcalde que los documentos que se estaban enviando no tienen nada que ver con lo solicitado por la Contraloría y que por ende son documentos que se hicieron para beneficiar a un grupo pequeño. El reglamento interno de trabajo es agresivo y atenta contra derechos de los trabajadores sin importar los derechos adquiridos ni el personal competente para ejercer cargos"".



","CR Hoy: ACUERDO PONE FIN A PARO DE TRABAJADORES DE  LA MUNICIPALIDAD  DESANTA BÁRBARA (2015-04-08), La Extra: SOLUCIONAN HUELGA EN MUNI DE SANTA BÁRBARA (2015-04-09)"
288,2015-04-09,Alajuela,Upala,Local,Mitin o concentración,NA,"Vecinas y vecinos de Upala,de Guatuso y la empresa Transportes Unidos del Norte",Grupos y/u organizaciones empresariales,Grupos y/u organizaciones empresariales del sector servicios,Retomar la concesión de transporte público en la ruta Upala - San Carlos,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de transporte público",MOPT,Ministerios,Se recibe la petición,NA,Particular,No registrado o no existencia,"Vecinas y vecinos de Upala, indígenas de Maleku de Guatuso y la empresa Transportes Unidos del Norte protestan frente al Ministerio de Obras Públicas y Transportes (MOPT), debido a que en dos ocasiones  se ha quitado la concesión de transporte público en la ruta Upala - San Carlos,  lo cual ha afectado a las y los usuarios. Marco Córdoba, empresario autobusero, señala que “el lunes de Semana Santa se nos informa que sólo podemos transportar a las personas de Upala a La Fortuna (...) teniendo que trasladarnos hasta San Carlos vacíos porque el MOPT nos quitó los permisos”. Fernando Araya, agricultor  de la zona declara que “nos perjudica mucho porque este bus es el único que sale de Venado hacia San Carlos y económicamente es el doble lo que debemos pagar”. Por su parte, Sebastián Urbina, viceministro de Transportes, señala al diario digital crhoy.com que investigará el informe, en el cual aparentemente existen anomalías.",La Extra: UPALEÑOS PROTESTAN POR SERVICIO DE BUS (2015-04-09)
289,2015-04-09,NA,NA,Nacional,Declaración pública,Pronunciamiento,Colegio de Abogados de Costa Rica,Grupos y/u organizaciones profesionales,NA,Defender la libertad de expresión,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Población en general,Población en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"El Colegio de Abogados de Costa Rica por medio de un comunicado de prensa defiende el derecho a la libertad de expresión en el marco del proyecto de Ley de Radio y Televisión presentado por el gobierno de Luis Guillermo Solís Rivera. El comunicado indica que “el derecho a la libertad de expresión es el pilar fundamental del Estado Social Democrático de Derecho de Costa Rica, que garantiza nuestra Constitución Política (...) El artículo 4 de la Carta Democrática Interamericana caracteriza las libertades de expresión y de prensa como componentes fundamentales del ejercicio de la democracia, sin la libertad de expresión no hay democracia plena y sin democracia, hasta el derecho a la vida y a la propiedad son puestos en serio peligro”.
",La Extra: COLEGIO DE ABOGADOS A FAVOR DE MEDIOS (2015-04-09)
290,2015-04-10,San José,San José,Nacional,Reunión con autoridades,NA,Familias a favor de la FIV,Grupos y/u organizaciones de derechos humanos,NA,Apoyar FIV,Defensa y/o ampliación de derechos,NA,Conferencia Episcopal,Iglesia Católica,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Familias que solicitan el restablecimiento de la FIV y su representante legal Hubert May, se reúnen con el presbítero de la Conferencia Episcopal, Angel  San Casimiro, para evacuar dudas sobre la FIV a la Iglesia Católica. May señala que ""la presión de estas parejas de no tener hijos ha provocado el rompimiento del matrimonio que es una institución de mucha valía para la Iglesia católica. Queremos manifestar que la técnica garantiza la preservación de los embriones de forma segura"".","La Nación: PAREJAS INFÉRTILES DEMANDAN COMPRESIÓN DE LA IGLESIA CATÓLICA PARA APLICAR FIV (2015-04-10), CR Hoy: FAMILIAS FIV SATISFECHAS TRAS REUNIÓN CON IGLESIA CATÓLICA (2015-04-10)"
291,2015-04-10,San José,NA,Nacional,Denuncia ante entidades nacionales y/o entidades internacionales,NA,UNDECA,Grupos y/u organizaciones de trabajadores y trabajadoras,Grupos y/u organizaciones de trabajadores y trabajadoras del sector público,Solicitar a la CGR investigar la pérdida de alrededor de 5000 juicios de la CCSS,Fiscalización de la función pública y rendición de cuentas,Lucha contra la corrupción,CGR,Entidades de regulación,Se recibe la petición,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La UNDECA solicita a la CGR investigar a la dirección jurídica de la CCSS, a la cual responsabilizan de la pérdida de alrededor de 5000 juicios, generando costos superiores a los ¢7500 millones. Martha Rodríguez González, secretaria general adjunta de UNDECA, afirma que la suma de costos representa “un despilfarro institucional de fondos públicos que pudieron emplearse en la atención de los asegurados (...) la idea de que se haga una investigación en la Contraloría es buscar imparcialidad y determinar si esa dirección jurídica sigue con los procedimientos que corresponden en resguardo de los intereses institucionales"".","CR Hoy: SEGÚN UNDECA, CAJA PERDIÓ CASI 4.800 JUICIOS POR LO QUE SE DEBIÓ DESEMBOLSAR ¢7.249 MILLONES (2015-04-10)"
292,2015-04-10,San José,San José,Local,Mitin o concentración,NA,Vecinas y Vecinos de La Sabana,Grupos de vecinos y vecinas,NA,Eliminar las rejas en el edificio de la CGR,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,CGR,Entidades de regulación,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de vecinas y vecinos de La Sabana se concentran y realizan una tarde de café frente a la plazoleta pública del edificio de la CGR, con el objetivo de recuperar este espacio donde se colocó una verja, cerrando el acceso a este espacio público. Esteban Tortós, miembro del grupo Rescatemos el espacio público del edificio de la CGR, explica que buscan que eliminen las rejas con el fin de tener mayor acceso al lugar.
",CR Hoy: VECINOS SE QUEJAN DE LAS VERJAS DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA (2015-04-10)
293,2015-04-11,San José,San José,Nacional,Mitin o concentración,NA,Grupos de mujeres,Grupos y/u organizaciones de género y/o feministas,NA,Realizar Marcha de las Putas,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las mujeres,Iglesia Católica,Iglesia Católica,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Grupos de mujeres se concentran frente a la Catedral en el centro de la capital, para desarrollar la Marcha de la Putas, con el objetivo de exigir que Costa Rica se declare Estado Laico, el alto a la violencia y discriminación contra las mujeres, la aprobación de la FIV y de las uniones civiles entre personas del mismo sexo. El lema de la manifestación es “¡yo no me disculpo”. Las organizaciones manifiestan que salen a la calles “en demanda de un alto a la violencia sexual y en repudio a las declaraciones de autoridades religiosas de la Iglesia católica, cuyo sentido reproduce ideas revictimizadoras y opresivas contra las mujeres”.","La Extra: MUJERES PROTESTAS CONTRA LA DISCRMINIACIÓN EN EL PARQUE CENTRAL (2015-04-11), La Extra: PUTAS PIDEN RESPETO (2015-04-11), CR Hoy: ORGANIZACIONES MARCHAN PARA EXIGIR JUSTICIA EN EL CASO DE JUSTO OROZCO (2015-07-10), CR Hoy: ¡ESTADO LAICO!  PIDEN ESTA MAÑANA FRENTE A LA CATEDRAL METROPOLITANA (2015-04-12), La Extra: EL CHEPE Y SISI COMPITIERON CON PLANTÓN DE LAS PUTAS (2015-04-14)"
294,2015-04-11,NA,NA,Nacional,Mitin o concentración,NA,Personas con discapacidad,Grupos y/u organizaciones de personas con algún tipo de discapacidad,NA,Solicitar una audiencia con el MOPT,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas con algún tipo de discapacidad,"Luis Guillermo Solís Rivera, presidente de la República",Presidente de la República,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Personas con discapacidad se presentan en el desfile en conmemoración a los 159 años de la Batalla de Rivas, donde entregan al presidente, Luis Guillermo Solís Rivera, un documento en el que le solicitan al mandatario y al ministro de Transportes, Carlos Segnini una audiencia para exponer las necesidades de la población.
",CR Hoy: CIEGOS BUSCAN PROTESTAR EN LA CALLE POR SUPUESTO ABUSOS DENTRO DEL PATRONATO (2015-04-12)
295,2015-04-12,NA,NA,Nacional,Mitin o concentración,NA,Personas no videntes,Grupos y/u organizaciones de personas con algún tipo de discapacidad,NA,Intervención del PANACI,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas con algún tipo de discapacidad,Gobierno,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de exdirectivos y miembros activos del Patronato Nacional de Ciegos (PANACI) amenazan con salir a las calles para exigir al Poder Ejecutivo, Ministerio Público y CGR una intervención en el Patronato Nacional de Ciegos, debido al mal uso de los fondos. Olman Ugalde, abogado no vidente y exdirectivo de la junta del PANACI señala que “ya es hora de llamar la atención sobre la verdadera situación que se vive en el Patronato Nacional de Ciegos, situación que no es desconocida de la primera vicepresidenta de la República, señora Ana Helena Chacón y del señor presidente de la República, Luis Guillermo Solís, así como de la Contraloría General de la República, Defensoría de los Habitantes y la auditoría general del Ministerio de Salud, a quienes he copiado de todas mis denuncias”.
",CR Hoy: CIEGOS BUSCAN PROTESTAR EN LA CALLE POR SUPUESTO ABUSOS DENTRO DEL PATRONATO (2015-04-12)
296,2015-04-13,Limón,Limón,Local,Declaración pública,Denuncia,Grupos ambientalistas,Grupos y/u organizaciones ambientalistas,NA,Solici tar mayor presencia del MINAE y Fuerza Pública en playa de Moín,Defensa del ambiente,Lucha contra el exterminio de especies,MINAE,Ministerios,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Grupos ambientalistas, entre estos Operación Moín y FECON, solicitan mayor presencia de las autoridades del Ministerio de Ambiente y Energía (MINAE), así como de Fuerza Pública en playa Moín, de Limón, tras la matanza de una tortuga baula para extraerle los huevos. Mauricio Álvarez, presidente de la Federación Conservacionista Costarricense (FECON) señala que “en una región como esta, con el antecedente del asesinato de Jairo Mora y de que esta playa está siendo depredada por los hueveros, debería haber mayor cobertura policial por quienes trabajan con las especies y por ellas y al parecer aún no se tiene”.

",La Extra: AMBIENTALISTAS EXIGEN MAYOR SEGURIDAD EN MOÍN (2015-04-13)
297,2015-04-13,San José,San José,Local,Bloqueo,NA,Padres y madres de las y los alumnos de la Escuela Naciones Unidas,Grupos de madres y padres,NA,Cambiar de director,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Padres y madres de las y los alumnos de la Escuela Naciones Unidas, ubicada en Barrio Naciones Unidas en San José, cierran el acceso al centro educativo como medida de protesta en contra del director de la escuela, de apellido Mora al que acusan de malos manejos administrativos, por lo que solicitan al MEP que  se cambie de director.

",La Extra: PADRES PROTESTAN CONTRA DIRECTOR DE ESCUELA NACIONES UNIDAS (2015-04-13)
