ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
112,2015-02-20,Alajuela,San Carlos,Regional,Bloqueo,NA,Vecinas y Vecinos de Aguas Zarcas,Grupos y/u organizaciones de vecinos y vecinas,NA,Reparar vías.,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,MOPT,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,Presencia policial,"Desde horas de la madrugada, vecinas y vecinos de Aguas Zarcas de San Carlos, en Alajuela, mantienen un bloqueo como medida de presión para que se reparen las vías de la zona. En concreto se trata de dos puntos de la ruta 751, entre Vuelta de Kooper y Los Almendros y entre Los Llanos y Aguas Zarcas. En total, participan siete comunidades de Aguas Zarcas. En horas de la tarde, se decide levantar el bloqueo tras un acuerdo logrado con funcionarios del CONAVI, en el cual se establece un mes de plazo para que se inicien las reparaciones.",La Extra: BLOQUEAN VÍA PARA QUE LES ARREGLEN CAMINOS (2015-02-20)
113,2015-02-20,Alajuela,San Carlos,Regional,Reunión con autoridades,NA,Vecinas y Vecinos de Aguas Zarcas y funcionarios del CONAVI,Grupos y/u organizaciones de vecinos y vecinas,NA,Reparar vías.,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,MOPT,Ministerios,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,Presencia policial,"Desde horas de la madrugada, vecinas y vecinos de Aguas Zarcas de San Carlos, en Alajuela, mantienen un bloqueo como medida de presión para que se reparen las vías de la zona. En concreto se trata de dos puntos de la ruta 751, entre Vuelta de Kooper y Los Almendros y entre Los Llanos y Aguas Zarcas. En total, participan siete comunidades de Aguas Zarcas. En horas de la tarde, se decide levantar el bloqueo tras un acuerdo logrado con funcionarios del CONAVI, en el cual se establece un mes de plazo para que se inicien las reparaciones.",La Extra: BLOQUEAN VÍA PARA QUE LES ARREGLEN CAMINOS (2015-02-20)
114,2015-02-20,Guanacaste,Liberia,Regional,Huelga,NA,Trabajadoras y Trabajadores del hospital Enrique Baltodano,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Mejorar las condiciones del hospital de Liberia y cancelar dineros adeudados.,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de salud y seguridad social",CCSS,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,General,No registrado o no existencia,"Por segundo día consecutivo, trabajadores y trabajadoras del hospital de Liberia, se mantienen en huelga. Bajo la modalidad de ""asamblea permanente"", unos 200 empleados y empleadas mantienen suspendidas sus funciones, mientras esperan una solución para sus peticiones. Ricardo Solano, secretario general del SINTAF, declara que esperan enviar un oficio a Victor Morales, ministro de Trabajo y Seguridad Social, para que convoque a las partes y active el mecanismo de resolución alternativa de conflictos.",CR Hoy: FUNCIONARIOS DEL HOSPITAL DE LIBERIA PIDEN A MINISTRO DE TRABAJO APLICAR LEY PARA RESOLVER CONFLICTO CON LA CAJA (2015-02-20)
115,2015-02-19,San José,San José,Local,Mitin o concentración,NA,Vecina de Puerto Viejo y El Pulmón del Mundo,Grupos y/u organizaciones de vecinos y vecinas,NA,Detener desalojo.,Defensa de la producción agropecuaria,Defensa y/o acceso a la tierra para la producción campesina,Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Una mujer, vecina de Puerto Viejo de Talamanca, Limón, apoyada por miembros de la organización ""El Pulmón del Mundo"", protesta ante la Asamblea Legislativa contra el desalojo de su parcela sufrido días atrás. La mujer se mantiene esposada como medida de protesta, y demanda la intervención de la Asamblea Legislativa.",La Extra: MUJER SE AMARRA A LA ASAMBLEA POR DESALOJO (2015-02-20)
116,2015-02-20,Limón,Limón,Regional,Mitin o concentración,NA,SINTRAJAP y vecinas y vecinos de Limón,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Contra el monopolio en la carga y descarga de contenedores y el daño ambiental ocasionado por la construcción de la nueva TCM.,"En favor o en contra de concesión, apertura y/o privatización","En contra de concesión, apertura y/o privatización",Administración Solís Rivera,Gobierno en general,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Miembros del SINTRAJAP en conjunto con vecinas y vecinos de Limón, realizan una protesta en el lugar de construcción de la nueva TCM para manifestar su desacuerdo con dicho proyecto. Este grupo denuncia el monopolio en la carga y descarga de contenedores entregado a la transnacional holandesa APM Terminals, encargada del proyecto, y el daño ambiental ocasionado por la construcción de la terminal.",La Extra: SIGUEN PROTESTAS CONTRA TCM (2015-02-20)
117,2015-02-20,San José,San José,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,BUSSCO,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Respetar las normas de representación sindical.,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,"Victor Morales, ministro de Trabajo y Seguridad Social y Alfredo Hasbum, viceministro de Trabajo",Jerarcas de instituciones públicas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Dirigentes de la APSE y la CGT, en nombre del BUSCCO, interponen una denuncian ante el MTSS, en contra de Victor Morales, ministro de Trabajo y Seguridad Social, y Alfredo Hasbum, viceministro de Trabajo. La denuncia se fundamenta en la violación de las normas de representación sindical, luego de que dichos funcionarios definieran el porcentaje de ajuste salarial para el sector público con el acuerdo de un sector de las organizaciones sindicales, excluyendo a todas las integrantes del BUSSCO. Asimismo, denuncian la no participación del ministro Morales en las negociaciones.","CR Hoy: APSE Y CGT DENUNCIA A MINISTRO DE TRABAJO POR VIOLENTAR DERECHOS DURANTE NEGOCIACIÓN SALARIAL (2015-02-20), La Extra: PIDEN SANCIONES PARA MINISTRO Y VICEMINISTRO DE TRABAJO (2015-02-21)"
118,2015-02-20,Cartago,Turrialba,Regional,Mitin o concentración,NA,Foro Nacional de Vivienda de Turrialba,Grupos y/u organizaciones de vivienda,NA,"Solucionar sus necesidad de vivienda y destituir a Rosendo Pujol, ministro de Vivienda y Asentamientos Humanos.",Intervención del gobierno,Solicitud de vivienda,"Luis Guillermo Solís Rivera, presidente de la República",Presidente de la República,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de vecinas y vecinos de Turrialba, identificados como miembros del Foro Nacional de Vivienda de Turrialba, se concentran frente a las instalaciones del CATIE ubicadas en ese mismo cantón, para demandar una solución de vivienda y la salida de Rosendo Pujol, ministro de Vivienda y Asentamientos Humanos. La manifestación transcurre durante la ""encerrona"" que el presidente Solís mantiene con su gabinete. En primera instancia, el grupo demanda que el mandatario los atienda pero ante su negativa, deciden entregar una carta dirigida a Solís. Por su parte, Ana Cristina Trejos, viceministra de Vivienda, sostiene que este grupo conocía que las soluciones de vivienda podrían tardar hasta dos años en llegar, luego de que rechazaran las propuestas hechas por el ministerio.","CR Hoy: TURRIALBEÑOS EXIGEN A PRESIDENTE SALIR DE LA ENCERRONA Y ATENDER SU DEMANDA DE VIVIENDA (2015-02-20), CR Hoy: MANIFESTANTES DEJARON UNA CARTA AL MANDATARIO, SOLICITÁNDOLE UNA REUNIÓN EN LA PRESIDENCIA (2015-02-20), CR Hoy: “FAMILIAS DE JESÚS MARÍA, EN TURRIALBA, SABEN QUE EL PROCESO SE PUEDE ALARGAR HASTA DOS AÑOS”, DICE VICEMINISTRA DE VIVIENDA (2015-02-20), La Extra: PIDEN AUDIENCIA AL PRESIDENTE POR SUPUESTA INEFICIENCIA DE MINISTRO (2015-02-21)"
119,2015-02-20,Cartago,Turrialba,Regional,Declaración pública,Pronunciamiento,Foro Nacional de Vivienda de Turrialba,Grupos y/u organizaciones de vivienda,NA,"Solucionar sus necesidad de vivienda y destituir a Rosendo Pujol, ministro de Vivienda y Asentamientos Humanos.",Intervención del gobierno,Solicitud de vivienda,"Luis Guillermo Solís Rivera, presidente de la República",Presidente de la República,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de vecinas y vecinos de Turrialba, identificados como miembros del Foro Nacional de Vivienda de Turrialba, se concentra frente a las instalaciones del CATIE ubicadas en ese mismo cantón, para demandar una solución de vivienda y la salida de Rosendo Pujol, ministro de Vivienda y Asentamientos Humanos. La manifestación transcurre durante la ""encerrona"" que el presidente Solís mantiene con su gabinete. En primera instancia, el grupo demanda que el mandatario los atienda pero ante su negativa, deciden entregar una carta dirigida a Solís. Por su parte, Ana Cristina Trejos, viceministra de Vivienda, sostiene que este grupo conocía que las soluciones de vivienda podrían tardar hasta dos años en llegar, luego de que rechazaran las propuestas hechas por el ministerio.","CR Hoy: TURRIALBEÑOS EXIGEN A PRESIDENTE SALIR DE LA ENCERRONA Y ATENDER SU DEMANDA DE VIVIENDA (2015-02-20), CR Hoy: MANIFESTANTES DEJARON UNA CARTA AL MANDATARIO, SOLICITÁNDOLE UNA REUNIÓN EN LA PRESIDENCIA (2015-02-20), CR Hoy: “FAMILIAS DE JESÚS MARÍA, EN TURRIALBA, SABEN QUE EL PROCESO SE PUEDE ALARGAR HASTA DOS AÑOS”, DICE VICEMINISTRA DE VIVIENDA (2015-02-20)"
120,2015-02-21,Puntarenas,Buenos Aires,Local,Reunión con autoridades,NA,"Vecinas y Vecinos, Indígenas del Territorio Indígena de Salitre y de otros territorios indígenas y diputadas y diputados de Puntarenas",Grupos y/u organizaciones de vecinos y vecinas,NA,Sustituir a Ana Gabriel Zuñiga como mediadora.,Intervención del gobierno,"Destitución, sustitución o nombramiento de funcionario pública",Diputadas y Diputados de Puntarenas,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Este día, en Buenos Aires de Puntarenas, vecinas y vecinos de este cantón y habitantes del Territorio Indígena de Salitre, algunos de ellos auto-identificados como indígenas, sostienen una audiencia pública con las y los diputados de dicha provincia. En la audiencia, este grupo sostiene que el gobierno no ha manejado correctamente el conflicto de tierras en Salitre, el cual enfrenta a indígenas y no-indígenas. Señalan que Ana Gabriel Zuñiga, viceministra de la Presidencia y delegada por el gobierno para mediar en el conflicto, ha mostrado una posición parcializada en favor de un sector, el de las y los indígenas que manejan la ADI de Salitre, y que esto ha ocasionado un aumento en los enfrentamientos entre los bandos. Ante esta situación, demandan la remoción de Zuñiga de la mesa de negociación.","La Nación: INDÍGENAS CULPAN A GOBIERNO DE ATIZAR CONFLICTO EN SALITRE (2015-02-21), La Extra: DIPUTADO PIDE DECLARAR EMERGENCIA EN SALITRE (2015-02-21)"
121,2015-02-20,Alajuela,Alajuela,Local,Bloqueo,NA,Madres y Padres de Familia de la escuela de El Cacao,Grupos y/u organizaciones de estudiantes y madres y padres,De madres y padres,Trasladar a estudiante de escuela.,Defensa de la educación,NA,MEP,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de madres y padres de familia de la escuela de El Cacao de Alajuela, mantienen bloqueado el acceso a dicho centro educativo. La medida se toma para demandar el traslado de una estudiante cuya madre, según denuncian, ha causado problemas para la escuela. Argumentan que el año anterior, la madre de la estudiante ocasionó el traslado de tres funcionarios debido a una denuncia por supuesto abuso sexual sobre su hija por parte de un guardia de seguridad y un conserje de la institución. Pese a esto, la madre matriculó nuevamente a su hija en el centro educativo y ya se ha han presentado nuevos conflictos, por lo que solicitan el traslado de la menor. El grupo de madres y padres mantiene que las acusaciones de abuso sexual fueron ""falsas"".",La Extra: CIERRAN ESCUELA POR PLEITOS CON MAMÁ (2015-02-21)
122,2015-02-23,NA,NA,Nacional,Declaración pública,Pronunciamiento,CFIA,Grupos y/u organizaciones profesionales,NA,No aprobar proyecto de ampliación de la ruta 32.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,General,No registrado o no existencia,"En un comunicado de prensa, el CFIA recomienda a las y los diputados no aprobar el proyecto de ampliación de la ruta 32, hasta antes no contar con una versión completa de este. Dicho colegio profesional argumenta que el anteproyecto conocido en la Asamblea Legislativa no especifica varios temas que incidirían directamente en el cumplimiento de las obras. Entre otras cosas se indica que el cálculo de las dimensiones de la ampliación expuestas en el documento no cumple con lo establecido por el SIECA. Asimismo, el anteproyecto no incluye la relocalización de servicios como los de la RECOPE, el ICE y el AyA.","La Nación: COLEGIO DE INGENIEROS Y ARQUITECTOS PIDE CAUTELA A DIPUTADOS SOBRE AMPLIACIÓN DE RUTA 32 (2015-02-23), CR Hoy: COLEGIO DE INGENIEROS Y ARQUITECTOS RECOMIENDA A DIPUTADOS NO APROBAR AMPLIACIÓN DE RUTA 32, HASTA NO CONTAR CON UN ANTEPROYECTO (2015-02-23)"
123,2015-02-23,San José,San José,Nacional,Mitin o concentración,NA,Fuerza Caribe,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Aprobar proyecto de ampliación de la ruta 32.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,General,Presencia policial,"Un grupo de habitantes de la provincia de Limón, organizados alrededor de Fuerza Caribe, protesta este día  en favor de la aprobación del proyecto de ampliación de la ruta 32. Un grupo se concentra frente a la sede de  la Asamblea Legislativa en San José, mientras otro se mantiene aplicando tortuguismo en la zona de Guácimo.","La Nación: GRUPO DE TRAILEROS PRESIONA A CONGRESO POR CRÉDITO CHINO PARA RUTA 32 (2015-02-23), La Extra: LIMONENSES PRESIONAN POR APROBACIÓN EN DEL FINANCIAMIENTO A LA RUTA 32 (2015-02-23), La Extra: MARCHA POR APROBACIÓN DE RUTA 32 (2015-02-23), CR Hoy: MANIFESTACIÓN DE TRAILEROS OBLIGA CIERRE DE VÍAS ALREDEDOR DEL CONGRESO (2015-02-23)"
124,2015-02-23,Limón,Guácimo,Nacional,Marcha,NA,Fuerza Caribe,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Aprobar proyecto de ampliación de la ruta 32.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,General,Presencia policial,"Un grupo de habitantes de la provincia de Limón, organizado alrededor de Fuerza Caribe, protesta este día  en favor de la aprobación del proyecto de ampliación de la ruta 32. Un grupo se concentra frente a la sede de  la Asamblea Legislativa en San José, mientras otro se mantiene aplicando tortuguismo en la zona de Guácimo.","La Nación: GRUPO DE TRAILEROS PRESIONA A CONGRESO POR CRÉDITO CHINO PARA RUTA 32 (2015-02-23), La Extra: LIMONENSES PRESIONAN POR APROBACIÓN EN DEL FINANCIAMIENTO A LA RUTA 32 (2015-02-23), La Extra: MARCHA POR APROBACIÓN DE RUTA 32 (2015-02-23), CR Hoy: MANIFESTACIÓN DE TRAILEROS OBLIGA CIERRE DE VÍAS ALREDEDOR DEL CONGRESO (2015-02-23)"
125,2015-02-23,Guanacaste,Liberia,Regional,Huelga,NA,Trabajadoras y Trabajadores del hospital Enrique Baltodano,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Mejorar las condiciones del hospital de Liberia y cancelar dineros adeudados.,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de salud y seguridad social",CCSS,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,General,No registrado o no existencia,"Mientras la huelga en el hospital Enrique Baltodano de Libera continúa, representantes del SINTAF sostienen una reunión con autoridades de la CCSS para buscar una solución. Finalmente, en horas de la tarde se decide levantar la manifestación, tras alcanzar un acuerdo en el que se incluye dotar con mayor personal a dicho centro médico, particularmente en el departamento de Recursos Humanos, y abrir una investigación contra Seidy Herrera, directora del hospital, el administrador y el jefe de Recursos Humanos.",CR Hoy: EMPLEADOS DEL HOSPITAL DE LIBERIA FINALIZAN PARO AL LLEGAR A UN ACUERDO CON AUTORIDADES DE LA CAJA (2015-02-23)
126,2015-02-23,Guanacaste,Liberia,Regional,Reunión con autoridades,NA,Trabajadoras y Trabajadores del hospital Enrique Baltodano y autoridades de la CCSS,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Mejorar las condiciones del hospital de Liberia y cancelar dineros adeudados.,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de salud y seguridad social",CCSS,Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,General,No registrado o no existencia,"Mientras la huelga en el hospital Enrique Baltodano de Libera continúa, representantes del SINTAF sostienen una reunión con autoridades de la CCSS para buscar una solución. Finalmente, en horas de la tarde se decide levantar la manifestación, tras alcanzar un acuerdo en el que se incluye dotar con mayor personal a dicho centro médico, particularmente en el departamento de Recursos Humanos, y abrir una investigación contra Seidy Herrera, directora del hospital, el administrador y el jefe de Recursos Humanos.",CR Hoy: EMPLEADOS DEL HOSPITAL DE LIBERIA FINALIZAN PARO AL LLEGAR A UN ACUERDO CON AUTORIDADES DE LA CAJA (2015-02-23)
127,2015-02-23,San José,San José,No registrada,Denuncia ante entidades nacionales y/o entidades internacionales,NA,UTRALEG,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,Investigar abuso de poder e irrespeto del fuero sindical.,Defensa del trabajo y las condiciones laborales,Defensa de las libertades sindicales,"Henry Mora, presidente de la Asamblea Legislativa, Luis Vázquez, primer secretario y Jorge Rodríguez, segundo secretario",Jerarcas de instituciones públicas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Guiselle Ruiz, secretaria general de la UTRALEG, presenta una denuncia ante el Ministerio Público, contra Henry Mora, diputado del PAC y presidente de la Asamblea Legislativa, por supuesto abuso de poder e irrespeto del fuero sindical. En la denuncia dirigida también contra el primer y segundo secretario de la Asamblea Legislativa, Ruiz sostiene que luego de denunciar, mediante un correo electrónico, supuestas irregularidades en torno a una serie de nombramientos, estos diputados ordenaron que se abriera un proceso en su contra.","La Nación: SINDICALISTA DENUNCIA A CÚPULA DEL CONGRESO ANTE MINISTERIO PÚBLICO POR PRESUNTO ABUSO DE PODER (2015-02-23), La Nación: SINDICALISTA DENUNCIA A CÚPULA DEL CONGRESO (2015-02-24)"
128,2015-02-24,San José,San José,No registrada,Declaración pública,Pronunciamiento,CICR,Grupos y/u organizaciones de empresarios y empresarias,Del sector industrial,Contra decreto ejecutivo que pretende obliga a brindar información de los accionistas que conforman las sociedades anónimas.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",MH,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La CICR confirma el envío de una carta a las autoridades del MH donde se manifiesta contra el decreto ejecutivo que obliga a las sociedades anónimas a brindar información sobre sus accionistas. Carlos Vargas, director de Tributación Directa, confirma que recibieron la carta, y agrega que el fin de dicho decreto ejecutivo es mejorar los mecanismos de control fiscal.",La Extra: INDUSTRIALES PIDEN FRENAR CAMBIO A SOCIEDADES (2015-02-24)
129,2015-02-01,San José,San José,Nacional,Marcha,NA,Activistas en defensa de los animales,Grupos y/u organizaciones de ambientalistas,NA,Aprobación del Proyecto de Ley de Protección Animal y justicia en el caso del asesinato de Jairo Mora,Defensa del ambiente,Defensa de los animales,Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,General,No registrado o no existencia,"Cientos de personas dan inicio a la “Manifestación de la muerte en contra el maltrato animal”, como medida de protesta ante una aumento de los maltratos contra los animales. Asimismo, solicitan a la Asamblea Legislativa que se apruebe el Proyecto de Ley No. 18 298 de Bienestar Animal. Además, las y los manifestantes demandan justicia ante el asesinato del ambientalista Jairo Mora, cuyos presuntos responsables resultaron absueltos esta semana por fallas en la investigación judicial.

","CR Hoy: PRESIÓN PARA QUE SE APRUEBE LEY CONTRA EL MALTRATO ANIMAL SERÁ MAYOR (2015-02-01), La Extra: MASCOTAS Y SUS AMOS SE TIRARON A LA CALLE (2015-02-02)"
130,2015-02-25,Limón,Guácimo,Nacional,Marcha,NA,Fuerza Caribe,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Aprobar proyecto de ampliación de la ruta 32.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,General,Presencia policial,"Nuevamente, integrantes de la organización Fuerza Caribe se manifiestan en favor de la aprobación del proyecto de ampliación de la ruta 32. En esta ocasión, un grupo de traileros inicia una caravana sobre la ruta 32, saliendo de Limón hasta llegar a la Asamblea Legislativa en San José, donde realizan una concentración. Este día se espera la segunda ronda de votación del proyecto en el congreso.","La Nación: TRAILEROS LLEGAN A LA ASAMBLEA LEGISLATIVA PARA SOLICITAR APROBACIÓN DEL PROYECTO DE RUTA 32 (2015-02-26), CR Hoy: MANIFESTACIÓN DE TRANSPORTISTAS OBLIGA AL CIERRE DE VÍAS EN LAS AFUERAS DEL CONGRESO (2015-02-25)"
131,2015-02-25,San José,San José,Nacional,Mitin o concentración,NA,Fuerza Caribe,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Aprobar proyecto de ampliación de la ruta 32.,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En favor de leyes, reglamentos, planes y/o decretos",Asamblea Legislativa de la Administración Solís Rivera,Asamblea Legislativa,No registrado,No registrada o no existencia de alianzas,General,Presencia policial,"Nuevamente, integrantes de la organización Fuerza Caribe se manifiestan en favor de la aprobación del proyecto de ampliación de la ruta 32. En esta ocasión, un grupo de traileros inicia una caravana sobre la ruta 32, saliendo de Limón hasta llegar a la Asamblea Legislativa en San José, donde realizan una concentración. Este día se espera la segunda ronda de votación del proyecto en el congreso.","La Nación: TRAILEROS LLEGAN A LA ASAMBLEA LEGISLATIVA PARA SOLICITAR APROBACIÓN DEL PROYECTO DE RUTA 32 (2015-02-26), CR Hoy: MANIFESTACIÓN DE TRANSPORTISTAS OBLIGA AL CIERRE DE VÍAS EN LAS AFUERAS DEL CONGRESO (2015-02-25)"
